Date,City,aqi,co,dew,humidity,no2,o3,pm10,pm25,precipitation,pressure,so2,temperature,wind gust,wind speed
2020-01-21,Ha Long,,,19.5,94.0,20.0,4.0,57.0,117.0,99.0,1005.3,,19.5,,1.0
2020-01-21,Ha Noi,,0.3,16.0,88.0,12.4,3.3,68.0,159.0,,1019.0,4.0,18.5,,1.2
2020-01-21,Ho Chi Minh,,,19.0,54.5,,,,78.0,,1014.0,,28.5,,2.3
2020-01-21,Hue,,8.0,19.0,78.0,14.0,5.0,24.0,29.0,,1018.5,5.0,23.5,,1.8
2020-01-22,Ha Long,,,20.6,97.0,18.0,7.0,40.0,60.0,99.1,1003.0,,21.1,,2.0
2020-01-22,Ha Noi,,0.3,19.0,88.0,8.3,4.0,54.0,149.0,,1016.0,3.0,19.5,,2.0
2020-01-22,Ho Chi Minh,,,20.0,58.0,,,,70.0,,1013.0,,28.0,,2.8
2020-01-22,Hue,,10.0,20.0,80.5,14.0,5.0,26.0,34.0,,1016.5,5.0,24.0,,2.5
2020-01-23,Ha Long,,,20.8,94.1,16.0,10.0,26.0,45.0,,1000.8,,21.6,,2.0
2020-01-23,Ha Noi,,0.2,20.0,85.5,6.0,5.0,31.0,78.0,,1014.0,2.0,23.0,,3.8
2020-01-23,Ho Chi Minh,,,17.0,54.0,,,,61.0,,1012.0,,27.5,,3.6
2020-01-23,Hue,,8.0,21.0,88.0,14.0,5.0,31.0,42.0,,1014.5,5.0,23.5,,1.8
2020-01-24,Ha Long,,,20.4,91.7,11.0,8.0,30.0,54.0,99.4,1000.4,,21.5,,2.0
2020-01-24,Ha Noi,,0.1,20.5,91.0,3.7,5.3,23.0,51.0,,1013.5,2.0,22.0,,3.3
2020-01-24,Ho Chi Minh,,,17.5,56.0,,,,65.0,,1011.5,,27.0,,3.3
2020-01-24,Hue,,9.0,21.5,88.0,14.0,5.0,31.0,48.0,,1014.0,5.0,24.0,,2.0
2020-01-25,Ha Long,,,18.6,99.3,8.0,9.0,6.0,11.0,0.4,999.2,,18.6,,2.0
2020-01-25,Ha Noi,,3.0,12.0,84.5,3.2,10.0,11.0,59.0,,1013.0,2.0,17.0,,4.1
2020-01-25,Ho Chi Minh,,,21.0,69.5,,,,57.0,,1010.0,,27.0,,3.6
2020-01-25,Hue,,7.0,21.5,85.5,14.0,5.0,27.0,36.0,,1012.0,5.0,24.5,,1.2
2020-01-26,Ha Long,,,10.8,76.0,14.0,7.0,14.0,17.0,99.8,1003.1,,15.0,,2.0
2020-01-26,Ha Noi,,4.0,8.5,63.0,5.0,7.8,16.0,38.0,,1018.0,3.0,16.0,,3.0
2020-01-26,Ho Chi Minh,,,23.0,80.5,,,,53.0,,1010.0,,26.0,,2.8
2020-01-26,Hue,,7.0,18.0,93.0,14.0,5.0,5.0,8.0,,1015.0,5.0,19.5,,5.1
2020-01-27,Ha Long,,,9.9,75.0,15.0,9.0,17.0,27.0,,1002.3,,14.5,,2.0
2020-01-27,Ha Noi,,4.0,7.5,62.0,5.0,6.5,21.0,57.0,,1017.0,3.0,15.0,,2.8
2020-01-27,Ho Chi Minh,,,21.5,80.5,,,,55.0,,1010.0,,26.0,,3.6
2020-01-27,Hue,,9.0,17.5,93.0,14.0,5.0,8.0,13.0,,1015.0,5.0,18.0,,2.8
2020-01-28,Ha Long,,,11.9,83.3,16.0,6.0,28.0,48.0,,1004.1,,14.2,,2.0
2020-01-28,Ha Noi,,4.0,7.5,62.0,5.5,7.0,37.0,80.0,,1018.0,3.0,15.0,,3.0
2020-01-28,Ho Chi Minh,,,21.5,75.5,,,,57.0,,1010.0,,26.0,,3.0
2020-01-28,Hue,,8.0,18.0,96.5,14.0,5.0,5.0,10.0,,1016.0,5.0,18.5,,2.8
2020-01-29,Ha Long,,,10.1,78.3,12.0,10.0,42.0,68.0,99.0,1007.4,,13.8,,2.0
2020-01-29,Ha Noi,,4.0,7.0,62.0,4.6,6.5,45.0,122.0,,1022.0,3.0,14.0,,2.5
2020-01-29,Ho Chi Minh,,,22.0,74.0,,,,61.0,,1012.0,,26.5,,3.0
2020-01-29,Hue,,7.0,17.0,100.0,14.0,5.0,3.0,6.0,,1019.0,5.0,18.0,,3.8
2020-01-30,Ha Long,,,9.7,73.4,21.0,14.0,40.0,72.0,,1007.5,,14.1,,2.0
2020-01-30,Ha Noi,,6.0,8.5,67.0,7.0,6.1,64.0,151.0,,1022.0,3.0,14.0,,1.5
2020-01-30,Ho Chi Minh,,,22.0,74.0,,,,68.0,,1011.0,,26.5,,2.5
2020-01-30,Hue,,10.0,16.0,88.0,14.0,5.0,24.0,20.0,,1020.0,5.0,18.0,,3.6
2020-01-31,Ha Long,,,11.1,74.7,23.0,10.0,51.0,75.0,,1006.0,,16.6,,2.0
2020-01-31,Ha Noi,,0.2,9.0,65.0,17.0,4.1,63.0,138.0,,1020.0,4.0,17.0,8.2,2.3
2020-01-31,Ho Chi Minh,,,20.0,63.5,,,,80.0,,1012.0,,26.0,,2.0
2020-01-31,Hue,,9.0,17.0,82.0,14.0,5.0,27.0,54.0,,1019.0,5.0,21.0,,1.8
2020-02-01,Ha Long,,,15.2,95.6,29.0,7.0,41.0,73.0,99.0,1004.5,,16.1,,1.0
2020-02-01,Ha Noi,,0.2,12.5,82.0,13.0,4.9,78.0,165.0,,1019.0,3.6,16.0,,1.2
2020-02-01,Ho Chi Minh,,,18.0,57.0,,,,97.0,,1012.5,,26.0,,2.0
2020-02-01,Hue,,7.0,18.0,73.0,14.0,5.0,19.0,26.0,,1018.0,5.0,22.5,,3.3
2020-02-02,Ha Long,,,17.5,97.5,22.0,4.0,44.0,74.0,99.0,1005.1,,17.9,,2.0
2020-02-02,Ha Noi,,0.2,15.0,87.5,10.0,5.0,83.0,180.0,,1018.5,3.0,18.0,,1.0
2020-02-02,Ho Chi Minh,,,18.5,65.0,,,,97.0,,1013.0,,26.0,,2.0
2020-02-02,Hue,,6.0,18.0,83.0,14.0,5.0,17.0,28.0,,1018.0,,22.0,,1.5
2020-02-03,Ha Long,,,18.1,95.7,21.0,4.0,41.0,72.0,,1003.3,,18.5,,2.0
2020-02-03,Ha Noi,,0.3,15.0,93.0,7.0,4.1,68.0,154.0,,1017.0,3.0,18.0,,2.0
2020-02-03,Ho Chi Minh,,,18.5,61.0,,,,89.0,,1013.0,,27.0,,2.3
2020-02-03,Hue,,8.0,19.0,83.0,14.0,5.0,19.0,27.0,,1017.0,,22.5,,2.0
2020-02-04,Ha Long,,,15.4,95.0,17.0,2.0,29.0,51.0,99.4,1004.4,,15.6,,1.0
2020-02-04,Ha Noi,,3.0,12.5,90.0,1.0,9.0,17.0,40.0,,1019.0,3.0,14.0,,3.3
2020-02-04,Ho Chi Minh,,,19.0,59.5,,,,74.0,,1012.0,,26.0,,2.5
2020-02-04,Hue,,7.0,19.5,85.5,14.0,5.0,24.0,30.0,,1016.0,,23.0,,1.5
2020-02-05,Ha Long,,,15.0,100.0,19.0,2.0,42.0,74.0,0.2,1003.8,,15.0,,2.0
2020-02-05,Ha Noi,,4.0,13.0,93.0,2.0,7.4,22.0,59.0,,1018.3,4.0,14.0,,2.3
2020-02-05,Ho Chi Minh,,,17.5,59.0,,,,76.0,,1011.0,,26.0,,2.5
2020-02-05,Hue,,6.0,19.0,83.0,13.0,5.0,22.0,29.0,,1016.5,,22.0,,2.0
2020-02-06,Ha Long,,,19.0,90.6,19.0,2.0,46.0,85.0,99.1,1002.1,,20.0,,1.0
2020-02-06,Ha Noi,,0.3,15.0,93.0,4.2,2.0,57.0,127.0,,1016.0,4.0,17.0,,1.8
2020-02-06,Ho Chi Minh,,,15.0,47.0,,,,78.0,,1012.0,,27.0,,2.3
2020-02-06,Hue,,7.0,17.5,80.0,14.0,5.0,23.0,29.0,,1016.0,,22.5,,1.8
2020-02-07,Ha Long,,,18.7,95.7,18.0,2.0,32.0,56.0,99.2,1004.8,,19.4,,1.0
2020-02-07,Ha Noi,,0.3,17.0,93.0,4.0,2.0,58.0,129.0,,1018.0,4.0,19.0,,1.5
2020-02-07,Ho Chi Minh,,,17.5,57.0,,,,74.0,,1012.5,,27.0,,3.0
2020-02-07,Hue,,7.0,19.5,78.0,13.0,5.0,24.0,35.0,,1017.0,,24.0,,1.8
2020-02-08,Ha Long,,,17.8,92.7,18.0,6.0,34.0,61.0,,1007.2,,18.4,,2.0
2020-02-08,Ha Noi,,0.2,16.0,82.0,,2.0,32.0,80.0,,1021.5,4.0,17.5,,3.8
2020-02-08,Ho Chi Minh,,,20.0,65.0,,,,104.0,,1012.0,,27.0,,1.8
2020-02-08,Hue,,6.0,20.5,83.0,14.0,6.0,20.0,23.0,,1020.0,,24.0,,3.0
2020-02-09,Ha Long,,,15.6,95.6,14.0,6.0,20.0,32.0,,1010.6,,16.0,,2.0
2020-02-09,Ha Noi,,4.0,12.0,87.0,,2.1,16.0,55.0,,1025.5,3.0,14.0,,4.1
2020-02-09,Ho Chi Minh,,,18.0,61.0,,,,82.0,,1012.5,,26.5,,1.8
2020-02-09,Hue,,5.0,20.0,80.5,13.0,7.0,20.0,24.0,,1021.5,,23.0,,4.1
2020-02-10,Ha Long,,,,,19.0,3.0,32.0,56.0,,,,,,
2020-02-10,Ha Noi,,0.3,,,,2.0,41.0,94.0,,,4.0,,,
2020-02-10,Ho Chi Minh,,,,,,,,91.0,,,,,,
2020-02-10,Hue,,9.0,,,14.0,6.0,22.0,29.0,,,,,,
2020-02-11,Ha Long,,,,,22.0,5.0,46.0,81.0,,,,,,
2020-02-11,Ha Noi,,0.2,,,,2.0,58.0,130.0,,,4.0,,,
2020-02-11,Ho Chi Minh,,,,,,,,70.0,,,,,,
2020-02-11,Hue,,9.0,,,13.0,5.0,25.0,36.0,,,,,,
2020-02-12,Ha Long,,,,,21.0,8.0,38.0,64.0,,,,,,
2020-02-12,Ha Noi,,0.3,,,17.0,3.0,57.0,129.0,,,4.0,,,
2020-02-12,Ho Chi Minh,,,,,,,,59.0,,,,,,
2020-02-12,Hue,,8.0,,,13.0,5.0,29.0,41.0,,,,,,
2020-02-13,Ha Long,,,,,15.0,5.0,24.0,45.0,,,,,,
2020-02-13,Ha Noi,,0.4,,,13.3,3.3,37.0,93.0,,,3.0,,,
2020-02-13,Ho Chi Minh,,,,,,,,57.0,,,,,,
2020-02-13,Hue,,9.0,,,13.0,5.0,25.0,32.0,,,,,,
2020-02-14,Ha Long,,,,,13.0,5.0,17.0,32.0,,,,,,
2020-02-14,Ha Noi,,0.3,,,10.1,8.0,29.0,59.0,,,3.0,,,
2020-02-14,Ho Chi Minh,,,,,,,,61.0,,,,,,
2020-02-14,Hue,,10.0,,,13.0,5.0,34.0,47.0,,,,,,
2020-02-15,Ha Noi,,0.3,,,11.0,7.0,40.0,81.0,,,3.0,,,
2020-02-15,Ho Chi Minh,,,,,,,,53.0,,,,,,
2020-02-15,Hue,,8.0,,,13.0,5.0,34.0,47.0,,,,,,
2020-02-16,Ha Noi,,4.0,,,7.8,7.0,23.0,63.0,,,4.0,,,
2020-02-16,Ho Chi Minh,,,,,,,,59.0,,,,,,
2020-02-16,Hue,,7.0,,,13.0,5.0,21.0,30.0,,,,,,
2020-02-17,Ha Long,,,,,20.0,10.0,54.0,49.0,,,,,,
2020-02-17,Ha Noi,,0.2,,,11.0,5.7,37.0,91.0,,,4.0,,,
2020-02-17,Ho Chi Minh,,,,,,,,76.0,,,,,,
2020-02-17,Hue,,8.0,,,14.0,5.0,6.0,11.0,,,,,,
2020-02-18,Ha Long,,,,,25.0,12.0,60.0,52.0,,,,,,
2020-02-18,Ha Noi,,0.2,,,19.0,4.9,55.0,112.0,,,8.7,,,
2020-02-18,Ho Chi Minh,,,,,,,,82.0,,,,,,
2020-02-18,Hue,,8.0,,,14.0,6.0,2.0,1.0,,,,,,
2020-02-19,Ha Long,,,,,34.0,3.0,67.0,89.0,,,,,,
2020-02-19,Ha Noi,,4.0,,,20.6,3.0,64.0,134.0,,,12.7,,,
2020-02-19,Ho Chi Minh,,,,,,,,107.0,,,,,,
2020-02-19,Hue,,8.0,,,14.0,6.0,15.0,25.0,,,,,,
2020-02-20,Ha Long,,,,,28.0,4.0,56.0,110.0,,,,,,
2020-02-20,Ha Noi,,0.2,,,15.1,2.1,98.0,194.0,,,6.0,,,
2020-02-20,Ho Chi Minh,,,,,,,,122.0,,,,,,
2020-02-20,Hue,,7.0,,,14.0,5.0,31.0,40.0,,,,,,
2020-02-21,Ha Long,,,,,25.0,9.0,48.0,81.0,,,,,,
2020-02-21,Ha Noi,,0.2,,,15.1,2.1,97.0,200.0,,,4.0,,,
2020-02-21,Ho Chi Minh,,,,,,,,89.0,,,,,,
2020-02-21,Hue,,7.0,,,14.0,5.0,29.0,39.0,,,,,,
2020-02-22,Ha Long,,,,,21.0,13.0,57.0,105.0,,,,,,
2020-02-22,Ha Noi,,0.5,,,17.0,3.0,80.0,185.0,,,5.0,,,
2020-02-22,Ho Chi Minh,,,,,,,,72.0,,,,,,
2020-02-22,Hue,,7.0,,,14.0,5.0,28.0,37.0,,,,,,
2020-02-23,Ha Long,,,,,19.0,10.0,60.0,94.0,,,,,,
2020-02-23,Ha Noi,,0.5,,,19.0,3.0,76.0,172.0,,,4.6,,,
2020-02-23,Ho Chi Minh,,,,,,,,68.0,,,,,,
2020-02-23,Hue,,7.0,,,14.0,5.0,26.0,34.0,,,,,,
2020-02-24,Ha Long,,,,,16.0,15.0,41.0,64.0,,,,,,
2020-02-24,Ha Noi,,4.0,,,15.1,5.0,52.0,114.0,,,4.0,,8.7,
2020-02-24,Ho Chi Minh,,,,,,,,102.0,,,,,,
2020-02-24,Hue,,6.0,,,14.0,6.0,23.0,32.0,,,,,,
2020-02-25,Ha Long,,1.0,18.8,89.4,15.0,10.0,34.0,54.0,,1002.6,,19.6,,2.0
2020-02-25,Ha Noi,,0.2,17.5,78.0,12.8,3.0,47.0,124.0,,1017.0,4.0,22.0,,2.5
2020-02-25,Ho Chi Minh,,,20.0,61.0,,,,95.0,,1011.0,,28.0,,3.8
2020-02-25,Hue,,7.0,,88.0,13.0,5.0,23.0,26.0,,1016.5,,23.0,,2.3
2020-02-26,Ha Long,,4.0,18.9,92.3,14.0,2.0,27.0,33.0,,1004.1,1.0,20.5,,2.0
2020-02-26,Ha Noi,,0.3,18.0,73.0,17.0,2.5,41.0,117.0,,1017.0,4.0,22.0,,2.5
2020-02-26,Hai Phong,,3.0,18.9,92.3,11.0,9.0,16.0,25.0,,1004.1,13.0,20.5,,2.0
2020-02-26,Ho Chi Minh,,,19.0,58.0,,,,70.0,,1011.0,,28.0,,3.0
2020-02-26,Hue,,6.0,22.0,88.0,14.0,5.0,17.0,23.0,,1016.5,,24.0,,2.0
2020-02-27,Ha Long,,8.0,19.1,83.6,18.0,4.0,32.0,25.0,,1003.3,7.0,21.1,,1.0
2020-02-27,Ha Noi,,4.0,17.5,72.5,16.0,3.0,41.0,81.0,,1016.5,4.0,23.5,,2.3
2020-02-27,Hai Phong,,3.0,19.1,83.6,15.0,8.0,16.0,21.0,,1003.3,17.0,21.1,,1.0
2020-02-27,Ho Chi Minh,,,18.0,52.5,,,,65.0,,1010.0,,28.0,8.2,3.3
2020-02-27,Hue,,6.0,22.0,88.0,14.0,5.0,16.0,19.0,,1016.0,,24.0,,2.3
2020-02-28,Ha Long,,8.0,20.2,93.4,17.0,9.0,23.0,26.0,,1001.9,8.0,20.6,,2.0
2020-02-28,Ha Noi,,2.0,18.0,73.0,11.0,3.7,36.0,68.0,,1015.0,4.0,23.0,,3.3
2020-02-28,Hai Phong,,3.0,20.2,93.4,11.0,14.0,16.0,20.0,,1001.9,17.0,20.6,,2.0
2020-02-28,Ho Chi Minh,,,17.0,49.5,,,,68.0,,1010.0,,28.0,,2.0
2020-02-28,Hue,,5.0,21.0,85.5,13.0,5.0,12.0,16.0,,1015.0,,24.5,,2.0
2020-02-29,Ha Long,,8.0,19.8,90.7,16.0,6.0,26.0,21.0,,999.8,8.0,20.8,,2.0
2020-02-29,Ha Noi,,0.2,19.5,80.5,9.6,6.0,34.0,89.0,,1013.0,3.0,23.0,,3.6
2020-02-29,Hai Phong,,3.0,19.8,90.7,6.0,25.0,17.0,19.0,,999.8,17.0,20.8,,2.0
2020-02-29,Ho Chi Minh,,,19.5,57.0,,,,61.0,,1009.0,,27.5,,2.8
2020-02-29,Hue,,8.0,22.0,88.0,14.0,5.0,17.0,24.0,,1013.0,,25.0,,1.5
2020-03-01,Ha Long,,8.0,20.8,94.1,18.0,6.0,28.0,31.0,99.0,999.4,8.0,21.8,,2.0
2020-03-01,Ha Noi,,2.0,20.5,78.0,10.1,4.5,32.0,58.0,,1012.0,3.0,24.0,,3.3
2020-03-01,Hai Phong,,3.0,20.8,94.1,5.0,18.0,16.0,17.0,99.0,999.4,17.0,21.8,,2.0
2020-03-01,Ho Chi Minh,,,20.0,63.5,,,,65.0,,1010.0,,28.0,,3.0
2020-03-01,Hue,,6.0,23.0,88.0,13.0,5.0,17.0,23.0,,1013.0,,25.0,,1.5
2020-03-02,Ha Long,,,20.8,93.5,16.0,6.0,26.0,43.0,,1000.5,,21.8,,2.0
2020-03-02,Ha Noi,,2.0,20.5,83.0,8.7,6.0,27.0,55.0,,1013.0,3.0,23.0,,4.1
2020-03-02,Hai Phong,,4.0,20.6,92.3,19.0,,15.0,25.0,,1000.5,26.0,21.6,,1.0
2020-03-02,Ho Chi Minh,,,21.0,63.5,,,,57.0,,1009.5,,28.0,,3.6
2020-03-02,Hue,,7.0,23.0,83.0,14.0,5.0,22.0,29.0,,1013.0,,25.5,,2.8
2020-03-03,Ha Long,,,,,13.0,4.0,22.0,40.0,3.0,,,,,
2020-03-03,Ha Noi,,0.2,19.5,91.0,8.3,7.0,16.0,46.0,,1013.5,3.0,21.0,,5.1
2020-03-03,Hai Phong,,4.0,,,7.0,,12.0,18.0,,,17.0,,,
2020-03-03,Ho Chi Minh,,,20.0,65.0,,,,57.0,,1009.0,,27.0,,2.3
2020-03-03,Hue,,5.0,21.0,94.0,13.0,5.0,11.0,16.0,,1013.0,,23.0,,0.5
