Date,City,aqi,co,dew,humidity,no2,o3,pm10,pm25,precipitation,pressure,so2,temperature,wind gust,wind speed
2020-02-13,Hue,93.0,9.0,22.371830985915494,82.34129213483146,13.0,5.0,25.0,32.0,,1011.3019662921348,5.029411764705882,25.542134831460675,,2.265730337078652
2020-02-14,Ha Long,93.0,5.846153846153846,21.307608695652174,87.35190217391305,13.0,5.0,17.0,32.0,,998.2763586956522,14.181818181818182,23.30570652173913,,1.8283378746594006
2020-02-14,Ha Noi,153.0,0.3,18.76287262872629,72.48915989159892,10.1,8.0,29.0,59.0,,1011.5983739837399,3.0,24.056910569105693,,2.8048780487804876
2020-02-14,Ho Chi Minh,154.0,,23.1260162601626,76.9390243902439,,,,61.0,,1008.630081300813,,27.644986449864497,,2.37479674796748
2020-02-14,Hue,129.0,10.0,22.371830985915494,82.34129213483146,13.0,5.0,34.0,47.0,,1011.3019662921348,5.029411764705882,25.542134831460675,,2.265730337078652
2020-02-15,Ha Noi,164.0,0.3,18.76287262872629,72.48915989159892,11.0,7.0,40.0,81.0,,1011.5983739837399,3.0,24.056910569105693,,2.8048780487804876
2020-02-15,Ho Chi Minh,144.0,,23.1260162601626,76.9390243902439,,,,53.0,,1008.630081300813,,27.644986449864497,,2.37479674796748
2020-02-15,Hue,129.0,8.0,22.371830985915494,82.34129213483146,13.0,5.0,34.0,47.0,,1011.3019662921348,5.029411764705882,25.542134831460675,,2.265730337078652
2020-02-16,Ha Noi,155.0,4.0,18.76287262872629,72.48915989159892,7.8,7.0,23.0,63.0,,1011.5983739837399,4.0,24.056910569105693,,2.8048780487804876
2020-02-16,Ho Chi Minh,153.0,,23.1260162601626,76.9390243902439,,,,59.0,,1008.630081300813,,27.644986449864497,,2.37479674796748
2020-02-16,Hue,89.0,7.0,22.371830985915494,82.34129213483146,13.0,5.0,21.0,30.0,,1011.3019662921348,5.029411764705882,25.542134831460675,,2.265730337078652
2020-02-17,Ha Long,134.0,5.846153846153846,21.307608695652174,87.35190217391305,20.0,10.0,54.0,49.0,,998.2763586956522,14.181818181818182,23.30570652173913,,1.8283378746594006
2020-02-17,Ha Noi,169.0,0.2,18.76287262872629,72.48915989159892,11.0,5.7,37.0,91.0,,1011.5983739837399,4.0,24.056910569105693,,2.8048780487804876
2020-02-17,Ho Chi Minh,162.0,,23.1260162601626,76.9390243902439,,,,76.0,,1008.630081300813,,27.644986449864497,,2.37479674796748
2020-02-17,Hue,46.0,8.0,22.371830985915494,82.34129213483146,14.0,5.0,6.0,11.0,,1011.3019662921348,5.029411764705882,25.542134831460675,,2.265730337078652
2020-02-18,Ha Long,142.0,5.846153846153846,21.307608695652174,87.35190217391305,25.0,12.0,60.0,52.0,,998.2763586956522,14.181818181818182,23.30570652173913,,1.8283378746594006
2020-02-18,Ha Noi,180.0,0.2,18.76287262872629,72.48915989159892,19.0,4.9,55.0,112.0,,1011.5983739837399,8.7,24.056910569105693,,2.8048780487804876
